"STATE","YEAR","CAPLIABILITY","CAPACCESS","CAPUSES","CAPUNLOADED","CAP18","CAP16","CAP14","state_year","State","State.Code","Year","Year.Code","UCD...Injury.Mechanism...All.Other.Leading.Causes","UCD...Injury.Mechanism...All.Other.Leading.Causes.Code","Deaths","Population","Crude.Rate","Median_Age","White_Pop","Bachelors_Degree","Median_Income","Median_Rent","CAP_Law_Present"
"Washington    ",2015,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2015_Washington","Washington",53,2015,2015,"Firearm","GRINJ-006",64,1375263,"4.7",37.5,5513655,1059707,64129,1080,"(0) Law provision is not present"
"West Virginia ",2015,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2015_WestVirginia","West Virginia",54,2015,2015,"Firearm","GRINJ-006",17,337850,"Unreliable",42.2,1722847,152256,42019,675,"(0) Law provision is not present"
"Wisconsin     ",2015,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2015_Wisconsin","Wisconsin",55,2015,2015,"Firearm","GRINJ-006",59,1157353,"5.1",39.4,4965524,742544,55638,792,"(1) Law provision is present"
"Wyoming       ",2015,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2015_Wyoming","Wyoming",56,2015,2015,"Firearm","GRINJ-006",17,116265,"Unreliable",36.5,536320,67108,60214,815,"(0) Law provision is not present"
"Alabama       ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Alabama","Alabama",1,2016,2016,"Firearm","GRINJ-006",66,960257,"6.9",39,3316384,506680,46257,743,"(0) Law provision is not present"
"Alaska        ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Alaska","Alaska",2,2016,2016,"Firearm","GRINJ-006",29,155410,"18.7",33.5,477895,90861,76440,1208,"(0) Law provision is not present"
"Arizona       ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Arizona","Arizona",4,2016,2016,"Firearm","GRINJ-006",73,1410284,"5.2",37.5,5254944,835779,53558,976,"(0) Law provision is not present"
"Arkansas      ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Arkansas","Arkansas",5,2016,2016,"Firearm","GRINJ-006",38,599971,"6.3",38,2290066,282608,44334,701,"(0) Law provision is not present"
"California    ",2016,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2016_California","California",6,2016,2016,"Firearm","GRINJ-006",160,7914652,"2.0",36.4,23420234,5426164,67739,1375,"(1) Law provision is present"
"Colorado      ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Colorado","Colorado",8,2016,2016,"Firearm","GRINJ-006",80,1104695,"7.2",36.7,4654921,934273,65685,1171,"(0) Law provision is not present"
"Florida       ",2016,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2016_Florida","Florida",12,2016,2016,"Firearm","GRINJ-006",125,3617192,"3.5",42.1,15574165,2675907,50860,1086,"(1) Law provision is present"
"Georgia       ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Georgia","Georgia",13,2016,2016,"Firearm","GRINJ-006",127,2155508,"5.9",36.5,6054861,1270275,53559,933,"(0) Law provision is not present"
"Idaho         ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Idaho","Idaho",16,2016,2016,"Firearm","GRINJ-006",36,355768,"10.1",36.1,1510119,203363,51807,790,"(0) Law provision is not present"
"Illinois      ",2016,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2016_Illinois","Illinois",17,2016,2016,"Firearm","GRINJ-006",46,2562104,"1.8",37.9,9123763,1813840,60960,950,"(1) Law provision is present"
"Indiana       ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Indiana","Indiana",18,2016,2016,"Firearm","GRINJ-006",85,1380297,"6.2",37.6,5536418,716293,52314,768,"(0) Law provision is not present"
"Iowa          ",2016,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2016_Iowa","Iowa",19,2016,2016,"Firearm","GRINJ-006",29,649475,"4.5",38,2834162,398242,56247,741,"(1) Law provision is present"
"Kansas        ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Kansas","Kansas",20,2016,2016,"Firearm","GRINJ-006",37,616154,"6.0",36.5,2458966,390861,54935,789,"(0) Law provision is not present"
"Kentucky      ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Kentucky","Kentucky",21,2016,2016,"Firearm","GRINJ-006",64,875505,"7.3",38.7,3866333,419081,46659,707,"(0) Law provision is not present"
"Louisiana     ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Louisiana","Louisiana",22,2016,2016,"Firearm","GRINJ-006",49,934719,"5.2",36.5,2901495,473299,45146,808,"(0) Law provision is not present"
"Maine         ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Maine","Maine",23,2016,2016,"Firearm","GRINJ-006",19,230825,"Unreliable",44.5,1257120,181434,53079,797,"(0) Law provision is not present"
"Maryland      ",2016,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2016_Maryland","Maryland",24,2016,2016,"Firearm","GRINJ-006",21,1152298,"1.8",38.5,3397255,860491,78945,1314,"(1) Law provision is present"
"Massachusetts ",2016,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2016_Massachusetts","Massachusetts",25,2016,2016,"Firearm","GRINJ-006",15,1347738,"Unreliable",39.5,5350175,1124295,75297,1179,"(1) Law provision is present"
"Michigan      ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Michigan","Michigan",26,2016,2016,"Firearm","GRINJ-006",97,2000414,"4.8",39.7,7793481,1162737,52492,818,"(0) Law provision is not present"
"Minnesota     ",2016,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2016_Minnesota","Minnesota",27,2016,2016,"Firearm","GRINJ-006",48,1083912,"4.4",37.9,4596566,860125,65599,912,"(1) Law provision is present"
"Mississippi   ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Mississippi","Mississippi",28,2016,2016,"Firearm","GRINJ-006",34,624668,"5.4",37.2,1748734,264865,41754,728,"(0) Law provision is not present"
"Missouri      ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Missouri","Missouri",29,2016,2016,"Firearm","GRINJ-006",100,1206911,"8.3",38.4,5011507,729511,51746,771,"(0) Law provision is not present"
"Montana       ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Montana","Montana",30,2016,2016,"Firearm","GRINJ-006",26,200005,"13.0",40.1,927374,148944,50027,741,"(0) Law provision is not present"
"Nebraska      ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Nebraska","Nebraska",31,2016,2016,"Firearm","GRINJ-006",23,400403,"5.7",36.3,1674863,261931,56927,769,"(0) Law provision is not present"
"Nevada        ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Nevada","Nevada",32,2016,2016,"Firearm","GRINJ-006",35,552116,"6.3",37.9,1966690,308547,55180,1003,"(0) Law provision is not present"
"New Hampshire ",2016,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2016_NewHampshire","New Hampshire",33,2016,2016,"Firearm","GRINJ-006",16,253978,"Unreliable",42.7,1247155,213461,70936,1026,"(1) Law provision is present"
"New Jersey    ",2016,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2016_NewJersey","New Jersey",34,2016,2016,"Firearm","GRINJ-006",10,1705097,"Unreliable",39.5,6090908,1460518,76126,1244,"(1) Law provision is present"
"New Mexico    ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_NewMexico","New Mexico",35,2016,2016,"Firearm","GRINJ-006",31,423291,"7.3",37.7,1539634,215691,46748,804,"(0) Law provision is not present"
"New York      ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_NewYork","New York",36,2016,2016,"Firearm","GRINJ-006",51,3780911,"1.3",38.4,12530463,2749619,62909,1194,"(0) Law provision is not present"
"North Carolina",2016,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2016_NorthCarolina","North Carolina",37,2016,2016,"Firearm","GRINJ-006",102,2018475,"5.1",38.7,6989065,1345615,50584,839,"(1) Law provision is present"
"North Dakota  ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_NorthDakota","North Dakota",38,2016,2016,"Firearm","GRINJ-006",12,162388,"Unreliable",35,660919,107578,60656,776,"(0) Law provision is not present"
"Ohio          ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Ohio","Ohio",39,2016,2016,"Firearm","GRINJ-006",118,2277279,"5.2",39.3,9476221,1362205,52334,759,"(0) Law provision is not present"
"Oklahoma      ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Oklahoma","Oklahoma",40,2016,2016,"Firearm","GRINJ-006",82,807234,"10.2",36.4,2841467,432922,49176,744,"(0) Law provision is not present"
"Oregon        ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Oregon","Oregon",41,2016,2016,"Firearm","GRINJ-006",41,755634,"5.4",39.2,3455810,572508,57532,1015,"(0) Law provision is not present"
"Pennsylvania  ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Pennsylvania","Pennsylvania",42,2016,2016,"Firearm","GRINJ-006",124,2419015,"5.1",40.6,10340877,1676971,56907,881,"(0) Law provision is not present"
"South Carolina",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_SouthCarolina","South Carolina",45,2016,2016,"Firearm","GRINJ-006",64,963339,"6.6",39.1,3342552,591086,49501,841,"(0) Law provision is not present"
"South Dakota  ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_SouthDakota","South Dakota",46,2016,2016,"Firearm","GRINJ-006",14,176046,"Unreliable",36.8,732939,111002,54467,706,"(0) Law provision is not present"
"Tennessee     ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Tennessee","Tennessee",47,2016,2016,"Firearm","GRINJ-006",80,1297238,"6.2",38.6,5177478,756055,48547,806,"(0) Law provision is not present"
"Texas         ",2016,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2016_Texas","Texas",48,2016,2016,"Firearm","GRINJ-006",288,6004819,"4.8",34.5,20702709,3362678,56565,956,"(1) Law provision is present"
"Utah          ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Utah","Utah",49,2016,2016,"Firearm","GRINJ-006",56,748472,"7.5",30.7,2633283,381130,65977,954,"(0) Law provision is not present"
"Virginia      ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Virginia","Virginia",51,2016,2016,"Firearm","GRINJ-006",87,1652773,"5.3",38.2,5707035,1241751,68114,1159,"(0) Law provision is not present"
"Washington    ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Washington","Washington",53,2016,2016,"Firearm","GRINJ-006",73,1375580,"5.3",37.7,5516602,1098509,67106,1135,"(0) Law provision is not present"
"West Virginia ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_WestVirginia","West Virginia",54,2016,2016,"Firearm","GRINJ-006",23,332424,"6.9",42.3,1704195,162243,43385,682,"(0) Law provision is not present"
"Wisconsin     ",2016,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2016_Wisconsin","Wisconsin",55,2016,2016,"Firearm","GRINJ-006",75,1155404,"6.5",39.4,4941688,758503,56811,802,"(1) Law provision is present"
"Wyoming       ",2016,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2016_Wyoming","Wyoming",56,2016,2016,"Firearm","GRINJ-006",10,115695,"Unreliable",37.2,538819,67845,59882,840,"(0) Law provision is not present"
"Alabama       ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Alabama","Alabama",1,2017,2017,"Firearm","GRINJ-006",65,956863,"6.8",38.9,3312718,528019,48123,750,"(0) Law provision is not present"
"Alaska        ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Alaska","Alaska",2,2017,2017,"Firearm","GRINJ-006",34,150982,"22.5",34.5,474856,86444,73181,1201,"(0) Law provision is not present"
"Arizona       ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Arizona","Arizona",4,2017,2017,"Firearm","GRINJ-006",98,1417512,"6.9",37.7,5442417,863062,56581,1020,"(0) Law provision is not present"
"Arkansas      ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Arkansas","Arkansas",5,2017,2017,"Firearm","GRINJ-006",50,600310,"8.3",38.1,2293307,301294,45869,711,"(0) Law provision is not present"
"California    ",2017,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2017_California","California",6,2017,2017,"Firearm","GRINJ-006",178,7873223,"2.3",36.5,23181769,5616449,71805,1447,"(1) Law provision is present"
"Colorado      ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Colorado","Colorado",8,2017,2017,"Firearm","GRINJ-006",82,1096953,"7.5",36.8,4720495,994894,69117,1240,"(0) Law provision is not present"
"Connecticut   ",2017,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2017_Connecticut","Connecticut",9,2017,2017,"Firearm","GRINJ-006",10,713253,"Unreliable",40.9,2723013,533791,74168,1125,"(1) Law provision is present"
"Florida       ",2017,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2017_Florida","Florida",12,2017,2017,"Firearm","GRINJ-006",162,3654238,"4.4",42,15768315,2839500,52594,1128,"(1) Law provision is present"
"Georgia       ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Georgia","Georgia",13,2017,2017,"Firearm","GRINJ-006",127,2164448,"5.9",36.8,6122956,1311611,56183,958,"(0) Law provision is not present"
"Idaho         ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Idaho","Idaho",16,2017,2017,"Firearm","GRINJ-006",38,362612,"10.5",36.3,1546011,202800,52225,822,"(0) Law provision is not present"
"Illinois      ",2017,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2017_Illinois","Illinois",17,2017,2017,"Firearm","GRINJ-006",63,2528543,"2.5",38,9119912,1829903,62992,974,"(1) Law provision is present"
"Indiana       ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Indiana","Indiana",18,2017,2017,"Firearm","GRINJ-006",100,1378325,"7.3",37.7,5577897,753268,54181,793,"(0) Law provision is not present"
"Iowa          ",2017,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2017_Iowa","Iowa",19,2017,2017,"Firearm","GRINJ-006",39,650790,"6.0",38.3,2831066,406630,58570,760,"(1) Law provision is present"
"Kansas        ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Kansas","Kansas",20,2017,2017,"Firearm","GRINJ-006",51,615864,"8.3",36.7,2462215,403542,56422,815,"(0) Law provision is not present"
"Kentucky      ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Kentucky","Kentucky",21,2017,2017,"Firearm","GRINJ-006",61,875008,"7.0",38.9,3872670,423916,48375,724,"(0) Law provision is not present"
"Louisiana     ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Louisiana","Louisiana",22,2017,2017,"Firearm","GRINJ-006",65,925522,"7.0",36.8,2890818,482439,46145,836,"(0) Law provision is not present"
"Maine         ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Maine","Maine",23,2017,2017,"Firearm","GRINJ-006",17,229368,"Unreliable",44.6,1261611,193860,56277,806,"(0) Law provision is not present"
"Maryland      ",2017,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2017_Maryland","Maryland",24,2017,2017,"Firearm","GRINJ-006",25,1147987,"2.2",38.7,3322483,889090,80776,1337,"(1) Law provision is present"
"Massachusetts ",2017,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2017_Massachusetts","Massachusetts",25,2017,2017,"Firearm","GRINJ-006",22,1339467,"1.6",39.5,5387411,1146586,77385,1208,"(1) Law provision is present"
"Michigan      ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Michigan","Michigan",26,2017,2017,"Firearm","GRINJ-006",90,1986205,"4.5",39.8,7814775,1201375,54909,835,"(0) Law provision is not present"
"Minnesota     ",2017,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2017_Minnesota","Minnesota",27,2017,2017,"Firearm","GRINJ-006",55,1088541,"5.1",37.9,4610465,888880,68388,939,"(1) Law provision is present"
"Mississippi   ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Mississippi","Mississippi",28,2017,2017,"Firearm","GRINJ-006",31,620958,"5.0",37.5,1735887,265220,43529,742,"(0) Law provision is not present"
"Missouri      ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Missouri","Missouri",29,2017,2017,"Firearm","GRINJ-006",116,1198345,"9.7",38.5,5013597,743797,53578,800,"(0) Law provision is not present"
"Montana       ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Montana","Montana",30,2017,2017,"Firearm","GRINJ-006",27,200404,"13.5",40,930548,157326,53386,759,"(0) Law provision is not present"
"Nebraska      ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Nebraska","Nebraska",31,2017,2017,"Firearm","GRINJ-006",24,401005,"6.0",36.5,1677092,263330,59970,801,"(0) Law provision is not present"
"Nevada        ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Nevada","Nevada",32,2017,2017,"Firearm","GRINJ-006",47,556899,"8.4",38,1936859,340110,58003,1051,"(0) Law provision is not present"
"New Hampshire ",2017,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2017_NewHampshire","New Hampshire",33,2017,2017,"Firearm","GRINJ-006",20,252425,"7.9",43.2,1249751,216750,73381,1072,"(1) Law provision is present"
"New Jersey    ",2017,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2017_NewJersey","New Jersey",34,2017,2017,"Firearm","GRINJ-006",17,1702837,"Unreliable",39.8,6112238,1506899,80088,1284,"(1) Law provision is present"
"New Mexico    ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_NewMexico","New Mexico",35,2017,2017,"Firearm","GRINJ-006",46,422435,"10.9",37.7,1582020,211995,46744,813,"(0) Law provision is not present"
"New York      ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_NewYork","New York",36,2017,2017,"Firearm","GRINJ-006",44,3727582,"1.2",38.7,12523357,2794920,64894,1226,"(0) Law provision is not present"
"North Carolina",2017,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2017_NorthCarolina","North Carolina",37,2017,2017,"Firearm","GRINJ-006",91,2032099,"4.5",38.8,7066745,1406739,52752,861,"(1) Law provision is present"
"North Dakota  ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_NorthDakota","North Dakota",38,2017,2017,"Firearm","GRINJ-006",18,158744,"Unreliable",35.4,654116,108045,61843,785,"(0) Law provision is not present"
"Ohio          ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Ohio","Ohio",39,2017,2017,"Firearm","GRINJ-006",131,2270812,"5.8",39.3,9480074,1381934,54021,772,"(0) Law provision is not present"
"Oklahoma      ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Oklahoma","Oklahoma",40,2017,2017,"Firearm","GRINJ-006",81,806519,"10.0",36.6,2837492,437243,50051,780,"(0) Law provision is not present"
"Oregon        ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Oregon","Oregon",41,2017,2017,"Firearm","GRINJ-006",50,757468,"6.6",39.3,3497242,609160,60212,1079,"(0) Law provision is not present"
